Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/ashish,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042408594,2026-05-15 10:09:55 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/about/monalisa,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042408800,2026-05-15 10:10:01 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/monalisa,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042408801,2026-05-15 10:10:01 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/monalisa,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042408802,2026-05-15 10:10:01 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/monalisa,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042408803,2026-05-15 10:10:01 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/about/pushkar,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042408884,2026-05-15 10:10:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/pushkar,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042408885,2026-05-15 10:10:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/pushkar,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042408886,2026-05-15 10:10:02 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/pushkar,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042408887,2026-05-15 10:10:02 UTC,visible
aria-valid-attr-value,ARIA attributes must conform to valid values,critical,button#text-primary/80.hover:text-primary.text-[13px].font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5,,Ensure all ARIA attributes have valid values.,https://trivantagecapital.vercel.app/about/nikhil,SC 4.1.2,"<button type=""button"" aria-expanded=""false"" aria-haspopup=""true"" aria-controls=""about-menu"" class=""text-primary/80 hover:text-primary text-[13px] font-semibold transition-colors uppercase tracking-widest flex items-center gap-1.5"">",.gap-1\.5,True,Pending Review,False,"Fix all of the following:
  Unable to determine if aria-controls referenced ID exists on the page while using aria-haspopup: aria-controls=""about-menu""",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66239&activeComponentId=button%23text-primary%2F80.hover%3Atext-primary.text-%5B13px%5D.font-semibold.transition-colors.uppercase.tracking-widest.flex.items-center.gap-1.5&activeBehaviorValue=&activeIssueId=1042409804,2026-05-15 10:10:20 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/nikhil,SC 1.4.3,"<span id=""residency-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042409805,2026-05-15 10:10:20 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#text-sm.md:text-base.text-primary/80.group-hover:text-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/nikhil,SC 1.4.3,"<span id=""residency-non-us-label"" class=""text-sm md:text-base text-primary/80 group-hover:text-primary"">",#residency-non-us-label,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=span%23text-sm.md%3Atext-base.text-primary%2F80.group-hover%3Atext-primary&activeBehaviorValue=&activeIssueId=1042409806,2026-05-15 10:10:20 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#text-[11px].sm:text-xs.text-red-800,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://trivantagecapital.vercel.app/about/nikhil,SC 1.4.3,"<p class=""text-[11px] sm:text-xs text-red-800""><strong>Important Notice:</strong> Providing a false declaration while accessing this website will make the person solely responsible for any legal and financial consequences arising from the use of information contained herein.</p>",.sm\:text-xs,True,Pending Review,False,"Fix any of the following:
  Element's background color could not be determined because it partially overlaps other elements",https://accessibility.browserstack.com/site-scanner/projects/trivantagecapital.vercel.app-2/builds?thBuildId=39ufvhlveooawyiucismydbeuqrgh7a27zqo1gt6&recurring=true&tunnel_vision=false&id=trivantagecapital.vercel.app-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=66248&activeComponentId=p%23text-%5B11px%5D.sm%3Atext-xs.text-red-800&activeBehaviorValue=&activeIssueId=1042409807,2026-05-15 10:10:20 UTC,visible
